id,f84faf3b-09a3-4d4d-9bfd-9e51ce7e3322
name,Cal_785_SEX139
device,EZI860
spectrometer,ZTNX
time_stamp,2022-08-19 18:42:55
integ_time,60000
integ_unit,ms
averages,5
laserPower,100
user,Admin
wl,785nm
Pixels,Wavelength,Wavenumbers,Raman_Shift,Raw_Data,Background_Data,Processed_Data
791,906.446125964885,10203.406083143396,1711.083049966522,2423,2104,319
792,906.6258931569287,10204.832079792466,1713.270510969228,2800,2466,334
793,906.8055675629033,10206.259430961572,1715.4559763001737,2550,2242,308
794,906.9851491850178,10207.688137643267,1717.6394478429713,2134,1821,313
795,907.1646380254808,10209.11820083144,1719.820927478496,2209,1931,278
796,907.3440340865013,10210.549621521326,1722.0004170848945,2585,2255,330
797,907.523337370288,10211.982400709474,1724.1779185375829,2844,2536,308
798,907.7025478790495,10213.416539393786,1726.3534337092508,3830,3502,328
799,907.8816656149949,10214.85203857349,1728.5269644698776,2326,2051,275
800,908.0606905803324,10216.288899249163,1730.6985126867232,2442,2062,380
801,908.2396227772714,10217.727122422712,1732.8680802243427,2186,1877,309
802,908.4184622080203,10219.166709097408,1735.0356689445846,1970,1623,347
803,908.597208874788,10220.607660277845,1737.2012807065996,2369,2043,326
804,908.7758627797832,10222.049976969978,1739.3649173668412,3503,3166,337
805,908.9544239252149,10223.493660181111,1741.5265807790759,2734,2208,526
806,909.1328923132914,10224.938710919896,1743.6862727943783,3878,3105,773
807,909.3112679462221,10226.385130196339,1745.843995261149,2523,1653,870
808,909.4895508262153,10227.8329190218,1747.9997500251113,5704,4839,865
809,909.66774095548,10229.282078409005,1750.1535389293088,3366,2740,626
810,909.8458383362247,10230.732609372022,1752.305363814122,3685,3142,543
811,910.0238429706585,10232.184512926302,1754.4552265172763,2730,2220,510
812,910.2017548609899,10233.637790088638,1756.6031288738243,3018,2538,480
813,910.379574009428,10235.092441877205,1758.7490727161778,2198,1774,424
814,910.5573004181814,10236.548469311536,1760.893059874091,1806,1499,307
815,910.7349340894586,10238.005873412532,1763.0350921746697,4370,4072,298
816,910.9124750254689,10239.464655202473,1765.1751714423947,2263,1937,326
817,911.0899232284208,10240.924815705006,1767.313299499095,1986,1671,315
818,911.267278700523,10242.386355945153,1769.4494781639744,3667,3355,312
819,911.4445414439843,10243.84927694931,1771.5837092536106,2721,2466,255
820,911.6217114610135,10245.313579745263,1773.715994581956,3650,3338,312
821,911.7987887538194,10246.779265362165,1775.8463359603459,3586,3250,336
822,911.9757733246109,10248.246334830563,1777.9747351975086,5513,5231,282
823,912.1526651755967,10249.714789182382,1780.101194099548,2513,2279,234
824,912.3294643089853,10251.18462945094,1782.2257144699754,2521,2188,333
825,912.5061707269857,10252.655856670934,1784.348298109698,2597,2302,295
826,912.6827844318069,10254.128471878463,1786.4689468170302,3181,2868,313
827,912.8593054256572,10255.602476111013,1788.587662387686,4394,4030,364
828,913.0357337107456,10257.07787040746,1790.7044466147975,2461,2205,256
829,913.2120692892811,10258.554655808091,1792.8193012889199,2499,2199,300
830,913.3883121634719,10260.032833354577,1794.932228198016,1916,1676,240
831,913.5644623355275,10261.512404089997,1797.0432291274913,2014,1673,341
832,913.7405198076561,10262.993369058835,1799.1523058601645,3308,2994,314
833,913.9164845820668,10264.475729306976,1801.2594601762987,2454,2134,320
834,914.0923566609681,10265.959485881714,1803.3646938535924,3023,2642,381
835,914.268136046569,10267.444639831749,1805.46800866719,2902,2556,346
836,914.4438227410783,10268.931192207196,1807.569406389682,6415,6124,291
837,914.6194167467045,10270.419144059579,1809.6688887911052,3304,3038,266
838,914.7949180656565,10271.908496441842,1811.7664576389627,3182,2877,305
839,914.9703267001432,10273.399250408342,1813.8621146982107,3925,3631,294
840,915.1456426523733,10274.891407014858,1815.9558617312698,2855,2594,261
841,915.3208659245556,10276.38496731859,1818.0477004980323,3246,2946,300
842,915.4959965188988,10277.879932378159,1820.1376327558621,3338,3030,308
843,915.6710344376116,10279.376303253614,1822.2256602595983,3284,2925,359
844,915.845979682903,10280.874081006432,1824.3117847615679,3535,3157,378
845,916.0208322569816,10282.373266699517,1826.396008011575,2481,2127,354
846,916.1955921620562,10283.873861397204,1828.4783317569193,3815,3416,399
847,916.3702594003356,10285.375866165266,1830.5587577423933,2040,1782,258
848,916.5448339740286,10286.87928207091,1832.6372877102888,2454,2122,332
849,916.719315885344,10288.384110182778,1834.7139234004,1734,1516,218
850,916.8937051364904,10289.890351570957,1836.788666550022,4650,4342,308
851,917.0680017296768,10291.398007306972,1838.8615188939687,1976,1697,279
852,917.242205667112,10292.907078463797,1840.932482164569,2384,2099,285
853,917.4163169510044,10294.417566115844,1843.0015580916636,2490,2218,272
854,917.5903355835629,10295.929471338986,1845.0687484026178,4558,4247,311
855,917.7642615669967,10297.44279521053,1847.1340548223354,4444,4193,251
856,917.938094903514,10298.95753880925,1849.1974790732377,2531,2275,256
857,918.1118355953239,10300.473703215372,1851.2590228752917,2907,2608,299
858,918.2854836446352,10301.99128951057,1853.3186879460002,3208,2939,269
859,918.4590390536565,10303.51029877799,1855.376476000408,3819,3484,335
860,918.6325018245966,10305.030732102228,1857.4323887511084,2652,2322,330
861,918.8058719596645,10306.552590569352,1859.4864279082533,3342,3011,331
862,918.9791494610687,10308.075875266888,1861.5385951795427,2152,1885,267
863,919.152334331018,10309.600587283838,1863.5888922702409,1787,1495,292
864,919.3254265717212,10311.126727710664,1865.6373208831749,2402,2152,250
865,919.4984261853872,10312.654297639307,1867.6838827187414,2302,2033,269
866,919.6713331742246,10314.18329816318,1869.7285794749107,2241,1973,268
867,919.8441475404425,10315.71373037717,1871.7714128472282,1809,1538,271
868,920.0168692862492,10317.245595377648,1873.8123845288167,4388,4100,288
869,920.1894984138537,10318.778894262457,1875.8514962103884,3982,3711,271
870,920.362034925465,10320.313628130938,1877.8887495802421,2422,2124,298
871,920.5344788232915,10321.849798083895,1879.92414632427,1989,1693,296
872,920.706830109542,10323.387405223639,1881.9576881259557,2056,1789,267
873,920.8790887864255,10324.926450653955,1883.989376666391,4575,4307,268
874,921.0512548561508,10326.466935480134,1886.0192136242688,4529,4255,274
875,921.2233283209265,10328.008860808948,1888.0472006758912,3331,3079,252
876,921.3953091829613,10329.552227748673,1890.0733394951687,2277,1991,286
877,921.5671974444641,10331.097037409078,1892.0976317536345,2049,1735,314
878,921.7389931076438,10332.643290901435,1894.1200791204367,3987,3654,333
879,921.910696174709,10334.190989338524,1896.1406832623536,7479,7190,289
880,922.0823066478684,10335.740133834612,1898.1594458437842,3236,2996,240
881,922.2538245293309,10337.290725505496,1900.1763685267645,3358,3045,313
882,922.4252498213053,10338.842765468462,1902.1914529709695,3677,3391,286
883,922.5965825260004,10340.396254842322,1904.2047008337042,2601,2350,251
884,922.7678226456248,10341.951194747391,1906.2161137699306,3070,2851,219
885,922.9389701823874,10343.50758630551,1908.2256934322443,3456,3227,229
886,923.1100251384969,10345.065430640028,1910.2334414709032,2542,2194,348
887,923.2809875161623,10346.62472887582,1912.239359533821,1694,1423,271
888,923.4518573175922,10348.185482139288,1914.243449266561,2128,1794,334
889,923.6226345449951,10349.747691558343,1916.245712312356,1899,1621,278
890,923.7933192005802,10351.311358262443,1918.2461503121096,3596,3309,287
891,923.963911286556,10352.87648338256,1920.2447649043872,2632,2350,282
892,924.1344108051314,10354.443068051207,1922.241557725439,3789,3431,358
893,924.3048177585155,10356.011113402425,1924.2365304091884,3006,2699,307
894,924.4751321489164,10357.580620571793,1926.2296845872381,1819,1575,244
895,924.6453539785432,10359.15159069643,1928.2210218888824,2390,2132,258
896,924.8154832496049,10360.724024914996,1930.2105439411055,3759,3436,323
897,924.9855199643099,10362.297924367695,1932.1982523685813,2753,2439,314
898,925.1554641248671,10363.873290196263,1934.1841487936847,1926,1651,275
899,925.3253157334854,10365.45012354401,1936.1682348364914,2514,2336,178
900,925.4950747923733,10367.028425555765,1938.1505121147795,2125,1767,358
901,925.6647413037398,10368.608197377936,1940.1309822440428,3881,3595,286
902,925.8343152697938,10370.18944015847,1942.1096468374828,2140,1857,283
903,926.0037966927438,10371.772155046874,1944.0865075060149,2447,2121,326
904,926.1731855747985,10373.356343194218,1946.0615658582785,1892,1616,276
905,926.3424819181672,10374.942005753128,1948.0348235006416,2573,2281,292
906,926.511685725058,10376.5291438778,1950.0062820371852,2487,2286,201
907,926.6807969976801,10378.117758723985,1951.9759430697388,2033,1801,232
908,926.849815738242,10379.70785144902,1953.9438081978562,2662,2353,309
909,927.0187419489528,10381.299423211796,1955.9098790188339,2162,1910,252
910,927.187575632021,10382.892475172786,1957.874157127709,5184,4920,264
911,927.3563167896556,10384.487008494036,1959.8366441172686,2276,2030,246
912,927.5249654240652,10386.083024339172,1961.7973415780427,2521,2282,239
913,927.6935215374585,10387.680523873394,1963.7562510983219,2270,2005,265
914,927.8619851320447,10389.279508263495,1965.713374264152,1858,1618,240
915,928.030356210032,10390.879978677844,1967.6687126593345,2020,1763,257
916,928.1986347736295,10392.481936286398,1969.6222678654424,1625,1392,233
917,928.3668208250459,10394.085382260713,1971.574041461815,1987,1702,285
918,928.5349143664899,10395.690317773922,1973.5240350255601,2986,2718,268
919,928.7029154001706,10397.296744000765,1975.4722501315657,2062,1821,241
920,928.8708239282964,10398.904662117575,1977.4186883524974,3150,3025,125
921,929.0386399530762,10400.514073302282,1979.3633512587978,2257,2034,223
922,929.2063634767187,10402.124978734419,1981.306240418705,2109,1835,274
923,929.373994501433,10403.737379595126,1983.2473573982436,3492,3287,205
924,929.5415330294276,10405.351277067142,1985.1867037612276,3409,3127,282
925,929.708979062911,10406.966672334824,1987.1242810692686,1951,1717,234
926,929.8763326040925,10408.583566584133,1989.060090881788,1727,1449,278
927,930.0435936551805,10410.201961002651,1990.994134755999,2085,1804,281
928,930.2107622183842,10411.821856779567,1992.926414246934,2604,2387,217
929,930.3778382959118,10413.443255105693,1994.8569309074257,3046,2755,291
930,930.5448218899725,10415.066157173465,1996.7856862881301,2699,2455,244
931,930.7117130027749,10416.69056417694,1998.7126819375183,2450,2172,278
932,930.878511636528,10418.3164773118,2000.6379194018857,3007,2732,275
933,931.0452177934401,10419.943897775356,2002.5614002253453,2065,1834,231
934,931.2118314757203,10421.57282676655,2004.483125949849,2057,1843,214
935,931.3783526855774,10423.203265485956,2006.4030981151802,2908,2641,267
936,931.5447814252201,10424.835215135785,2008.321318258949,4739,4474,265
937,931.7111176968572,10426.468676919887,2010.2377879166172,2708,2453,255
938,931.8773615026973,10428.103652043746,2012.15250862148,2024,1810,214
939,932.0435128449495,10429.740141714503,2014.065481904686,2608,2388,220
940,932.2095717258226,10431.378147140935,2015.9767092952309,1994,1783,211
941,932.3755381475248,10433.017669533463,2017.8861923199613,4339,4093,246
942,932.5414121122653,10434.658710104168,2019.7939325035834,2924,2683,241
943,932.7071936222529,10436.301270066779,2021.6999313686658,6422,6122,300
944,932.8728826796962,10437.945350636683,2023.6041904356382,2619,2446,173
945,933.0384792868041,10439.59095303092,2025.5067112227982,4751,4573,178
946,933.2039834457855,10441.238078468197,2027.4074952463172,2949,2680,269
947,933.3693951588489,10442.886728168884,2029.3065440202329,3845,3587,258
948,933.5347144282031,10444.53690335501,2031.2038590564655,3203,3020,183
949,933.699941256057,10446.188605250278,2033.0994418648218,2163,1918,245
950,933.8650756446193,10447.841835080062,2034.9932939529838,2185,1976,209
951,934.0301175960989,10449.496594071405,2036.8854168265254,1946,1700,246
952,934.1950671127044,10451.152883453027,2038.7758119889106,2087,1885,202
953,934.3599241966446,10452.81070445533,2040.6644809415004,1790,1529,261
954,934.5246888501283,10454.470058310395,2042.5514251835514,3025,2786,239
955,934.6893610753644,10456.130946251984,2044.4366462122246,4340,4183,157
956,934.8539408745617,10457.793369515544,2046.320145522582,3039,2838,201
957,935.0184282499285,10459.457329338218,2048.2019246075934,3211,2947,264
958,935.1828232036742,10461.122826958834,2050.081984958145,5940,5765,175
959,935.3471257380071,10462.789863617916,2051.9603280630317,2528,2313,215
960,935.5113358551363,10464.45844055768,2053.836955408974,4427,4149,278
961,935.6754535572702,10466.12855902205,2055.7118684806037,2673,2365,308
962,935.839478846618,10467.800220256642,2057.58506876049,3080,2813,267
963,936.0034117253883,10469.473425508779,2059.4565577291205,4660,4330,330
964,936.1672521957898,10471.148176027493,2061.3263368649177,2193,1956,237
965,936.3310002600313,10472.824473063525,2063.194407644237,3218,3009,209
966,936.4946559203215,10474.502317869326,2065.0607715413744,2686,2473,213
967,936.6582191788697,10476.18171169906,2066.925430028571,5178,4927,251
968,936.8216900378837,10477.862655808614,2068.788384575998,2251,1990,261
969,936.9850684995731,10479.545151455588,2070.649636651794,3574,3280,294
970,937.1483545661463,10481.229199899311,2072.509187722034,2837,2649,188
971,937.3115482398123,10482.91480240083,2074.3670392507565,3240,3008,232
972,937.4746495227796,10484.601960222923,2076.223192699951,2113,1856,257
973,937.6376584172572,10486.2906746301,2078.077649529573,1644,1425,219
974,937.8005749254536,10487.980946888601,2079.930411197537,2420,2237,183
975,937.9633990495779,10489.672778266406,2081.7814791597348,1941,1794,147
976,938.1261307918388,10491.366170033229,2083.630854870021,4256,4076,180
977,938.2887701544448,10493.061123460522,2085.4785397802216,2334,2123,211
978,938.4513171396051,10494.757639821491,2087.324535340148,3523,3253,270
979,938.613771749528,10496.455720391077,2089.1688429975848,2949,2722,227
980,938.7761339864227,10498.155366445977,2091.011464198308,2340,2130,210
981,938.9384038524978,10499.856579264639,2092.852400386074,2110,1871,239
982,939.100581349962,10501.559360127261,2094.691653002631,1717,1532,185
983,939.2626664810241,10503.263710315803,2096.5292234877206,1995,1832,163
984,939.424659247893,10504.969631113983,2098.365113279083,2600,2360,240
985,939.5865596527774,10506.67712380728,2100.199323812455,2001,1795,206
986,939.748367697886,10508.386189682938,2102.0318565215757,2420,2299,121
987,939.9100833854276,10510.096830029976,2103.862712838193,2474,2214,260
988,940.071706717611,10511.809046139171,2105.691894192064,2411,2172,239
989,940.233237696645,10513.522839303087,2107.5194020109548,3027,2846,181
990,940.3946763247385,10515.238210816047,2109.3452377206513,2771,2545,226
991,940.5560226041,10516.955161974174,2111.169402744953,3182,2978,204
992,940.7172765369384,10518.673694075356,2112.9918985056856,1780,1634,146
993,940.8784381254625,10520.393808419272,2114.812726422698,2732,2510,222
994,941.039507371881,10522.11550630739,2116.6318879138644,2096,1886,210
995,941.2004842784028,10523.838789042957,2118.449384395096,2009,1808,201
996,941.3613688472363,10525.563657931027,2120.265217280329,1869,1671,198
997,941.5221610805909,10527.290114278443,2122.079387981551,2054,1911,143
998,941.6828609806748,10529.018159393841,2123.891897908775,2443,2250,193
999,941.8434685496973,10530.747794587665,2125.7027484700693,1852,1597,255
1000,942.0039837898668,10532.479021172165,2127.5119410715406,2093,1887,206
1001,942.1644067033919,10534.211840461388,2129.3194771173467,1744,1562,182
1002,942.3247372924819,10535.946253771195,2131.1253580097045,3033,2829,204
1003,942.4849755593452,10537.682262419265,2132.9295851488796,2353,2151,202
1004,942.6451215061907,10539.419867725079,2134.7321599331963,2032,1798,234
1005,942.8051751352272,10541.15907100995,2136.533083759049,1971,1809,162
1006,942.9651364486632,10542.899873596998,2138.332358020886,1684,1467,217
1007,943.125005448708,10544.642276811177,2140.129984111235,1791,1564,227
1008,943.2847821375699,10546.386281979263,2141.9259634206855,1876,1663,213
1009,943.4444665174577,10548.13189042986,2143.7202973379035,2555,2346,209
1010,943.6040585905806,10549.879103493407,2145.5129872496373,2101,1868,233
1011,943.7635583591469,10551.627922502177,2147.3040345407053,2261,2086,175
1012,943.9229658253656,10553.378348790277,2149.0934405940216,2548,2312,236
1013,944.0822809914455,10555.130383693659,2150.8812067905756,2695,2482,213
1014,944.2415038595952,10556.884028550114,2152.6673345094523,1936,1745,191
1015,944.4006344320236,10558.63928469928,2154.451825127827,3200,2935,265
1016,944.5596727109395,10560.39615348265,2156.234680020968,3021,2774,247
1017,944.7186186985516,10562.154636243564,2158.015900562247,2487,2340,147
1018,944.8774723970688,10563.914734327216,2159.7954881231335,2122,1905,217
1019,945.0362338086996,10565.676449080658,2161.5734440731967,1953,1743,210
1020,945.1949029356531,10567.439781852809,2163.349769780122,2080,1896,184
1021,945.3534797801378,10569.204733994438,2165.124466609698,2641,2445,196
1022,945.5119643443626,10570.971306858197,2166.89753592583,2152,1941,211
1023,945.6703566305363,10572.739501798593,2168.6689790905375,2395,2181,214
1024,945.8286566408677,10574.509320172016,2170.4387974639603,1876,1686,190
1025,945.9868643775653,10576.280763336723,2172.2069924043562,2571,2382,189
1026,946.1449798428384,10578.053832652855,2173.9735652681147,2284,2094,190
1027,946.3030030388952,10579.82852948243,2175.7385174097444,2048,1829,219
1028,946.4609339679449,10581.604855189356,2177.501850181895,1783,1568,215
1029,946.618772632196,10583.38281113942,2179.263564935337,1916,1691,225
1030,946.7765190338574,10585.162398700306,2181.0236630189893,1969,1789,180
1031,946.9341731751379,10586.943619241585,2182.7821457799027,2007,1792,215
1032,947.0917350582461,10588.726474134726,2184.5390145632728,2092,1940,152
1033,947.2492046853909,10590.5109647531,2186.2942707124394,2886,2752,134
1034,947.4065820587812,10592.297092471978,2188.0479155688945,1940,1714,226
1035,947.5638671806256,10594.084858668532,2189.7999504722766,2188,2097,91
1036,947.7210600531329,10595.874264721848,2191.550376760376,1663,1530,133
1037,947.8781606785119,10597.665312012916,2193.2991957691456,3868,3616,252
1038,948.0351690589713,10599.45800192465,2195.0464088326926,4898,4681,217
1039,948.19208519672,10601.252335841868,2196.79201728329,3127,2844,283
1040,948.3489090939665,10603.048315151318,2198.536022451376,2166,1996,170
1041,948.50564075292,10604.845941241667,2200.278425665555,3081,2852,229
1042,948.662280175789,10606.645215503504,2202.019228252603,2442,2262,180
1043,948.8188273647825,10608.446139329357,2203.7584315374743,1714,1527,187
1044,948.9752823221088,10610.248714113673,2205.4960368432885,2970,2752,218
1045,949.1316450499772,10612.052941252849,2207.232045491358,5289,5074,215
1046,949.2879155505962,10613.858822145206,2208.9664588011647,2444,2317,127
1047,949.4440938261746,10615.666358191012,2210.6992780903884,1865,1683,182
1048,949.6001798789212,10617.475550792484,2212.4305046748877,2017,1800,217
1049,949.7561737110445,10619.286401353778,2214.1601398687117,2518,2289,229
1050,949.9120753247538,10621.098911281002,2215.88818498411,3099,2882,217
1051,950.0678847222576,10622.913081982224,2217.6146413315264,3411,3182,229
1052,950.2236019057648,10624.728914867457,2219.3395102195964,1952,1772,180
1053,950.3792268774838,10626.546411348689,2221.062792955164,1886,1701,185
1054,950.5347596396239,10628.365572839855,2222.7844908432808,2691,2459,232
1055,950.6902001943935,10630.186400756867,2224.504605187197,1941,1768,173
1056,950.8455485440013,10632.0088965176,2226.223137288379,3464,3226,238
1057,951.0008046906564,10633.833061541902,2227.940088446506,2459,2225,234
1058,951.1559686365673,10635.658897251598,2229.6554599594665,5027,4820,207
1059,951.3110403839431,10637.48640507049,2231.369253123382,3243,3109,134
1060,951.4660199349922,10639.31558642436,2233.0814692325775,3269,3136,133
1061,951.6209072919238,10641.146442740977,2234.7921095796146,2142,2000,142
1062,951.7757024569461,10642.978975450098,2236.5011754552734,2716,2507,209
1063,951.9304054322683,10644.81318598347,2238.20866814857,2209,2073,136
1064,952.0850162200992,10646.649075774832,2239.91458894675,1724,1551,173
1065,952.2395348226472,10648.486646259922,2241.618939135292,2903,2764,139
1066,952.3939612421215,10650.32589887648,2243.3217199979144,3351,3173,178
1067,952.5482954807305,10652.166835064245,2245.022932816576,2986,2813,173
1068,952.7025375406834,10654.009456264968,2246.722578871476,2467,2265,202
1069,952.8566874241884,10655.853763922405,2248.4206594410616,2220,2071,149
1070,953.0107451334549,10657.699759482332,2250.117175802031,2153,2034,119
1071,953.1647106706912,10659.547444392532,2251.8121292293245,2786,2620,166
1072,953.3185840381065,10661.396820102818,2253.5055209961474,2951,2757,194
1073,953.472365237909,10663.247888065016,2255.1973523739516,1823,1611,212
1074,953.6260542723079,10665.10064973298,2256.8876246324535,3887,3732,155
1075,953.7796511435118,10666.955106562602,2258.5763390396305,2800,2620,180
1076,953.9331558537297,10668.811260011797,2260.263496861723,3734,3523,211
1077,954.08656840517,10670.66911154052,2261.9490993632417,2142,1950,192
1078,954.239888800042,10672.528662610759,2263.633147806965,2029,1833,196
1079,954.393117040554,10674.389914686555,2265.3156434539387,1673,1505,168
1080,954.5462531289148,10676.252869233982,2266.9965875634925,2513,2378,135
1081,954.6992970673334,10678.117527721179,2268.6759813932267,2185,1956,229
1082,954.8522488580186,10679.983891618316,2270.353826199028,2308,2107,201
1083,955.0051085031789,10681.851962397635,2272.0301232350603,2019,1807,212
1084,955.1578760050232,10683.721741533433,2273.7048737537743,2740,2531,209
1085,955.3105513657603,10685.593230502063,2275.378079005911,1827,1624,203
1086,955.463134587599,10687.46643078195,2277.0497402405026,2703,2484,219
1087,955.6156256727483,10689.341343853579,2278.7198587048724,1964,1774,190
1088,955.7680246234164,10691.217971199521,2280.388435644637,2799,2683,116
1089,955.9203314418126,10693.096314304408,2282.0554723037194,2599,2417,182
1090,956.0725461301453,10694.97637465496,2283.720969924335,2574,2356,218
1091,956.2246686906235,10696.858153739971,2285.3849297470088,3036,2867,169
1092,956.3766991254557,10698.741653050329,2287.047353010569,1925,1724,201
1093,956.5286374368511,10700.626874079002,2288.708240952158,1944,1781,163
1094,956.6804836270182,10702.513818321053,2290.3675948072223,1953,1835,118
1095,956.832237698166,10704.402487273643,2292.025415809526,1868,1634,234
1096,956.9838996525029,10706.292882436028,2293.6817051911485,2390,2174,216
1097,957.1354694922379,10708.18500530957,2295.336464182491,2092,1958,134
1098,957.2869472195799,10710.078857397732,2296.9896940122753,2238,2100,138
1099,957.4383328367373,10711.974440206088,2298.6413959075426,2144,1996,148
1100,957.5896263459192,10713.87175524232,2300.2915710936695,7012,6861,151
1101,957.7408277493342,10715.770804016236,2301.940220794356,2308,2149,159
1102,957.8919370491911,10717.671588039755,2303.587346231633,3055,2834,221
1103,958.0429542476988,10719.574108826915,2305.2329486258704,2186,2003,183
1104,958.1938793470661,10721.478367893887,2306.8770291957744,1886,1747,139
1105,958.3447123495016,10723.38436675897,2308.5195891583853,1840,1674,166
1106,958.4954532572141,10725.292106942592,2310.16062972909,2514,2312,202
1107,958.6461020724124,10727.201589967322,2311.8001521216183,1943,1775,168
1108,958.7966587973053,10729.112817357867,2313.43815754805,2413,2210,203
1109,958.9471234341015,10731.025790641073,2315.0746472188066,2590,2413,177
1110,959.0974959850097,10732.940511345936,2316.709622342666,2623,2431,192
1111,959.2477764522389,10734.856981003604,2318.343084126768,2457,2258,199
1112,959.3979648379978,10736.775201147373,2319.9750337765972,4485,4360,125
1113,959.5480611444951,10738.695173312704,2321.605472496002,2121,1999,122
1114,959.6980653739399,10740.616899037208,2323.234401487197,2963,2800,163
1115,959.8479775285405,10742.540379860668,2324.8618219507525,3557,3384,173
1116,959.9977976105058,10744.465617325035,2326.4877350856123,5201,5012,189
1117,960.1475256220447,10746.392612974423,2328.1121420890877,2723,2579,144
1118,960.2971615653659,10748.321368355128,2329.7350441568606,1979,1868,111
1119,960.446705442678,10750.25188501562,2331.3564424829865,2178,1976,202
1120,960.59615725619,10752.184164506554,2332.976338259902,2014,1871,143
1121,960.7455170081108,10754.118208380765,2334.59473267842,1906,1765,141
1122,960.894784700649,10756.054018193285,2336.2116269277294,2213,2048,165
1123,961.0439603360134,10757.991595501326,2337.827022195411,1939,1806,133
1124,961.1930439164125,10759.93094186431,2339.440919667427,1954,1795,159
1125,961.3420354440557,10761.872058843848,2341.0533205281345,1622,1435,187
1126,961.490934921151,10763.814948003755,2342.6642259602713,4143,3974,169
1127,961.6397423499078,10765.759610910056,2344.2736371449782,2510,2398,112
1128,961.7884577325347,10767.706049130988,2345.881555261788,3541,3459,82
1129,961.9370810712402,10769.654264236993,2347.487981488631,2196,2060,136
1130,962.0856123682332,10771.604257800738,2349.09291700184,3515,3399,116
1131,962.2340516257229,10773.556031397111,2350.696362976155,2110,1953,157
1132,962.3823988459176,10775.509586603219,2352.2983205847095,2626,2556,70
1133,962.5306540310262,10777.464924998401,2353.8987909990583,1905,1766,139
1134,962.6788171832575,10779.422048164231,2355.497775389159,1836,1692,144
1135,962.8268883048202,10781.38095768451,2357.095274923381,2003,1808,195
1136,962.9748673979232,10783.341655145285,2358.6912907685173,2826,2689,137
1137,963.1227544647751,10785.304142134844,2360.2858240897667,3754,3558,196
1138,963.2705495075847,10787.26842024372,2361.878876050757,2952,2774,178
1139,963.418252528561,10789.234491064697,2363.4704478135327,2183,2064,119
1140,963.5658635299128,10791.202356192814,2365.0605405385677,1728,1573,155
1141,963.7133825138482,10793.172017225368,2366.6491553847527,1827,1701,126
1142,963.8608094825769,10795.143475761912,2368.236293509425,1851,1716,135
1143,964.008144438307,10797.116733404275,2369.8219560683347,2325,2221,104
1144,964.1553873832476,10799.091791756538,2371.406144215679,1855,1712,143
1145,964.3025383196073,10801.06865242507,2372.9888591040826,2061,1921,140
1146,964.449597249595,10803.04731701851,2374.5701018846166,1978,1786,192
1147,964.5965641754194,10805.027787147774,2376.1498737067877,2567,2412,155
1148,964.7434390992893,10807.010064426062,2377.7281757185438,2700,2588,112
1149,964.8902220234137,10808.994150468869,2379.30500906629,2457,2338,119
1150,965.0369129500008,10810.980046893972,2380.8803748948585,2214,2101,113
1151,965.1835118812601,10812.967755321448,2382.4542743475567,2786,2599,187
1152,965.3300188193997,10814.95727737367,2384.0267085661226,2925,2770,155
1153,965.4764337666288,10816.948614675315,2385.5976786907604,4179,4075,104
1154,965.6227567251559,10818.941768853365,2387.1671858601285,5645,5507,138
1155,965.76898769719,10820.936741537114,2388.735231211346,2723,2651,72
1156,965.9151266849398,10822.933534358166,2390.3018158799923,1905,1759,146
1157,966.061173690614,10824.932148950444,2391.8669410001103,4309,4186,123
1158,966.2071287164217,10826.932586950197,2393.43060770421,2527,2427,100
1159,966.352991764571,10828.934849995992,2394.992817123265,2315,2121,194
1160,966.4987628372714,10830.938939728732,2396.5535703867326,2037,1897,140
1161,966.6444419367313,10832.94485779165,2398.1128686225247,2265,2142,123
1162,966.7900290651594,10834.952605830309,2399.670712957043,2988,2928,60
1163,966.9355242247647,10836.962185492623,2401.227104515162,2443,2316,127
1164,967.0809274177557,10838.973598428849,2402.7820444202307,1832,1732,100
1165,967.2262386463415,10840.986846291584,2404.335533794091,2433,2258,175
1166,967.3714579127306,10843.001930735789,2405.887573757057,2595,2521,74
1167,967.5165852191323,10845.01885341877,2407.4381654279414,2691,2605,86
1168,967.6616205677543,10847.0376160002,2408.9873099240294,2098,1964,134
1169,967.8065639608067,10849.058220142117,2410.5350083611183,1900,1722,178
1170,967.9514154004971,10851.080667508919,2412.0812618534756,2049,1908,141
1171,968.0961748890351,10853.104959767385,2413.6260715138806,2193,2049,144
1172,968.240842428629,10855.131098586662,2415.169438453605,2341,2308,33
1173,968.3854180214877,10857.159085638285,2416.7113637824195,2015,1940,75
1174,968.5299016698201,10859.188922596162,2418.2518486085983,3438,3354,84
1175,968.6742933758347,10861.220611136598,2419.7908940389143,1983,1861,122
1176,968.8185931417408,10863.254152938283,2421.3285011786584,1894,1782,112
1177,968.9628009697465,10865.289549682311,2422.864671131615,1779,1678,101
1178,969.1069168620612,10867.326803052165,2424.3994050000956,2528,2398,130
1179,969.2509408208931,10869.365914733737,2425.932703884905,1649,1526,123
1180,969.3948728484513,10871.406886415325,2427.4645688853825,3065,2948,117
1181,969.5387129469445,10873.449719787643,2428.9950010993734,3181,3020,161
1182,969.6824611185816,10875.494416543812,2430.5240016232465,4730,4544,186
1183,969.8261173655711,10877.540978379378,2432.0515715518895,2108,2011,97
1184,969.9696816901221,10879.589406992312,2433.5777119787153,2782,2691,91
1185,970.1131540944433,10881.63970408301,2435.102423995665,3035,2928,107
